"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"
"612"	612	0	31	"other"	"blue"	"ship"	"BA"	2	1	64	750.298100679954	5
"613"	613	1	29	"white"	"black"	"cannon"	"PhD"	3	1	61	763.059085045707	5
"614"	614	1	30	"white"	"black"	"cannon"	"HighSchool"	4	0	37	860.798930690782	4
"615"	615	0	28	"white"	"black"	"accurate"	"BA"	5	0	9	1073.75991672681	3
"616"	616	1	27	"white"	"blue"	"cannon"	"BA"	1	1	92	563.536134253258	6
"617"	617	1	29	"hispanic"	"blue"	"cannon"	"MS"	2	1	79	734.730356830854	6
"618"	618	0	29	"black"	"blue"	"ship"	"MS"	3	1	57	739.900346302099	4
"619"	619	0	27	"black"	"black"	"candle"	"PhD"	4	0	31	882.634837050504	2
"620"	620	1	28	"black"	"blue"	"accurate"	"HighSchool"	5	0	18	1035.9182444116	4
"621"	621	0	31	"asian"	"blue"	"candle"	"MS"	1	1	86	656.882582334959	5
"622"	622	0	27	"hispanic"	"blue"	"ship"	"PhD"	2	1	69	641.176585093908	3
"623"	623	0	30	"black"	"black"	"cannon"	"BA"	3	1	51	817.35339280429	4
"624"	624	0	29	"asian"	"black"	"accurate"	"BA"	4	0	34	893.3834707358	3
"625"	625	1	31	"asian"	"blue"	"ship"	"HighSchool"	5	0	24	948.730718087913	4
"626"	626	1	29	"white"	"blue"	"ship"	"PhD"	1	1	86	739.84936126941	6
"627"	627	1	27	"white"	"blue"	"cannon"	"BA"	2	1	70	776.559162093901	5
"628"	628	1	28	"white"	"blue"	"accurate"	"PhD"	3	0	54	741.087303955054	5
"629"	629	0	30	"white"	"blue"	"accurate"	"BA"	4	0	45	843.46087140161	3
"630"	630	1	29	"black"	"black"	"cannon"	"BA"	5	0	21	937.034546290251	4
"631"	631	0	29	"white"	"black"	"ship"	"MS"	1	1	77	622.087138926249	4
"632"	632	0	28	"black"	"black"	"cannon"	"MS"	2	1	74	655.69116040607	4
"633"	633	0	30	"black"	"black"	"ship"	"PhD"	3	0	41	890.803973291031	3
"634"	634	1	28	"hispanic"	"blue"	"cannon"	"BA"	4	0	31	857.189876751196	4
"635"	635	0	31	"white"	"black"	"ship"	"HighSchool"	5	0	12	954.527932640772	2
"636"	636	1	31	"white"	"blue"	"cannon"	"HighSchool"	1	1	90	511.746501951898	7
"637"	637	0	28	"hispanic"	"blue"	"ship"	"PhD"	2	1	61	651.79966966785	4
"638"	638	0	25	"white"	"blue"	"accurate"	"PhD"	3	1	46	902.914314570431	4
"639"	639	1	30	"black"	"black"	"ship"	"PhD"	4	0	29	865.552956556111	5
"640"	640	1	29	"black"	"black"	"accurate"	"BA"	5	0	14	903.926916637965	4
"641"	641	0	28	"asian"	"blue"	"ship"	"MS"	1	1	88	513.261767775068	5
"642"	642	1	28	"white"	"black"	"accurate"	"PhD"	2	1	61	788.429306331041	5
"643"	643	0	27	"other"	"blue"	"ship"	"BA"	3	1	51	923.282551033146	3
"644"	644	1	31	"asian"	"blue"	"cannon"	"HighSchool"	4	0	45	886.920449474718	5
"645"	645	0	29	"white"	"blue"	"cannon"	"PhD"	5	0	26	922.960789688688	3
"646"	646	1	30	"asian"	"black"	"accurate"	"MS"	1	1	86	624.672534496531	6
